article_id,source_name,title,is_about_climate_change,is_skeptical_about_climate_change,cost_frame,opportunity_frame,overarching_sentiment,bias,country,adfontes_bias
359261,Phys.Org,Québec's summer 2023 wildfires were the most devastating in 50 years. Is the worst yet to come?,True,False,True,False,cost,pro-science,gb,Middle
359985,Business Insider,"Joe Manchin enraged Democrats and climate activists, but they'll miss him when he's gone",True,False,True,True,cost,left-center,us,Middle
360029,BBC News,Climate change: US and China take 'small but important steps',True,False,True,True,balanced,left-center,gb,Middle
360315,Phys.Org,Benin struggles in battle to halt coastal erosion,True,False,True,True,cost,pro-science,gb,Middle
360317,Phys.Org,Heat projected to kill nearly five times more people by 2050,True,False,True,True,cost,pro-science,gb,Middle
360593,The Times of India,"'No end in sight' to rising greenhouse gases, says UN weather agency",True,False,True,False,cost,right-center,in,Middle
360638,ABC News,"Asian economies must ramp up wind and solar power to keep global warming under 1.5C, report says",True,False,True,True,cost,left-center,us,Middle
360650,GlobeNewswire,Boskalis commissions 2 GWh shore power facility in Rotterdam,True,False,True,True,cost,least biased,us,
360727,Globalsecurity.org,Press Briefing by Press Secretary Karine Jean-Pierre and National Security Advisor Jake Sullivan,True,False,True,True,balanced,least biased,us,
360750,GlobeNewswire,Verde achieves C$9.4 million revenue and increases cash position by 82% in the third quarter of 2023,True,False,True,True,cost,least biased,us,
363108,Time,Inside COP28’s Big ‘Experiment’: What Happens When You Put a Fossil Fuel Exec in Charge of Solving Climate Change,True,False,True,True,cost,left-center,us,Skews Left
363340,Phys.Org,"Georgia, Southeast among the most at-risk from climate change, report finds",True,False,True,True,cost,pro-science,gb,Middle
363375,International Business Times,Heat Projected To Kill Nearly Five Times More People By 2050,True,False,True,False,cost,left-center,us,Middle
365455,Forbes,Navigating The Dynamics: Hydrogen Production Cost Versus Carbon Intensity,True,False,True,True,cost,right-center,us,Middle
366229,The Times of India,Why India is witnessing rapid EV adoption,True,False,True,True,opportunity,right-center,in,Middle
367203,The Punch,Ogun student arrested for poisoning girlfriend,False,,,,,left-center,ng,
367809,Wired,Why I’m (Cautiously) Optimistic About COP28,True,True,True,True,cost,left-center,us,Skews Left
370283,Al Jazeera English,US and China agree to resume stalled cooperation on climate crisis,True,False,True,True,cost,left-center,us,Skews Left
371513,International Business Times,"China, US To Launch Working Group On Climate Action",True,False,True,True,balanced,left-center,us,Middle
371480,Forbes,3 Tips For Breaking Down Silos Around Climate Reduction,True,False,True,True,cost,right-center,us,Middle
371512,Forbes,U.S. Household Energy Bills Will Halve By 2050,True,False,True,True,opportunity,right-center,us,Middle
371529,International Business Times,EU Negotiators Reach Deal On Methane Emission Curbs,True,False,True,False,cost,left-center,us,Middle
371537,International Business Times,Greenhouse Gases Hit Record High In 2022: UN,True,False,True,False,cost,left-center,us,Middle
371541,International Business Times,German Govt Spending Plans At Risk As Court Rules,True,False,True,True,balanced,left-center,us,Middle
371572,ABC News,China and the US pledge to step up climate efforts ahead of Biden-Xi summit and UN meeting,True,False,True,True,cost,left-center,us,Middle
371630,GlobeNewswire,"Heat Pump Market revenue to reach USD 180 Billion by 2035, says Research Nester",True,False,True,True,balanced,least biased,us,
371632,Globalsecurity.org,"Indonesia, US elevate ties as Joko Widodo urges Biden to end Gaza 'atrocities'",True,False,True,True,balanced,least biased,us,
371634,The Times of India,China and the US pledge to step up climate efforts ahead of Biden-Xi summit and UN meeting,True,False,True,True,cost,right-center,in,Middle
371731,The Times of India,EU reaches deal to reduce highly polluting methane gas emissions from energy sector,True,False,True,True,cost,right-center,in,Middle
371788,The Times of India,"NASA, ISRO gearing up to launch joint space mission to map globe every 12 days",True,False,True,True,balanced,right-center,in,Middle
371795,The Times of India,EU reaches deal to reduce methane emissions from energy sector,True,False,True,True,cost,right-center,in,Middle
371826,The Times of India,"Yearly heat-related deaths to see fivefold rise by mid-century, climate inaction threatening public health: Lancet report",True,False,True,True,cost,right-center,in,Middle
371927,The Times of India,"Biden, Xi meeting is aimed at getting relationship back on better footing, but tough issues loom",True,False,,True,balanced,right-center,in,Middle
371955,ABC News,Heat-related deaths for older adults could increase by 370% through mid-century if climate warms 2 degrees Celsius,True,False,True,False,cost,left-center,us,Middle
376970,NPR,China and the U.S. pledge to step up climate efforts ahead of Biden-Xi summit,True,False,True,True,cost,left-center,us,Middle
384529,Phys.Org,"Climate engineering could slow Antarctic ice loss, study says",True,False,True,True,cost,pro-science,gb,Middle
385330,ABC News,Energy Department tries to boost US battery industry with another $3.5 billion in funding,True,False,True,True,cost,left-center,us,Middle
386992,Business Insider,Make America Build Again,True,False,True,True,balanced,left-center,us,Middle
387070,Phys.Org,Scientists combine climate models for more accurate projections,True,False,,True,balanced,pro-science,gb,Middle
387072,Phys.Org,"Oil, gas giants could pay climate damage and still profit: research",True,False,True,False,cost,pro-science,gb,Middle
387286,Phys.Org,Inequality hotspot map shows where women in agriculture are hit the hardest by the climate crisis,True,False,True,True,cost,pro-science,gb,Middle
387371,Business Insider,4 key things that will keep getting more expensive even as inflation cools,True,False,True,True,cost,left-center,us,Middle
387513,International Business Times,"Oil, Gas Giants Could Pay Climate Damage And Still Profit: Research",True,False,True,True,cost,left-center,us,Middle
387514,International Business Times,Rich Nations 'Likely' Met $100 Bn Climate Finance Goal: OECD,True,False,True,True,cost,left-center,us,Middle
387587,ABC News,Pastoralists have raised livestock in harsh climates for millennia. What can they teach us today?,True,False,True,True,cost,left-center,us,Middle
387589,The Times of India,View: The last thing the game of cricket needs is Saudi money,True,False,True,True,cost,right-center,in,Middle
387650,Phys.Org,Over half of seabirds in UK and Ireland 'in decline': survey,True,False,True,True,cost,pro-science,gb,Middle
387695,Phys.Org,Pastoralists have raised livestock in harsh climates for millennia. What can they teach us today?,True,False,True,True,cost,pro-science,gb,Middle
387701,The Times of India,"Asia has fastest growth rate of wind, solar capacity at 35% per year: Report",True,False,True,True,cost,right-center,in,Middle
389880,Forbes,The Buzzword Generation,True,True,True,False,cost,right-center,us,Middle
390275,Time,How We Chose the 100 Most Influential Climate Leaders in Business for 2023,True,False,True,True,opportunity,left-center,us,Skews Left
390293,Time,A Look at TIME’s Century of Climate Change Coverage,True,False,True,True,opportunity,left-center,us,Skews Left
390406,Forbes,World Toilet Day Is November 19th. Here’s Why You Should Care.,True,False,True,True,cost,right-center,us,Middle
390575,Phys.Org,"To meet climate goals, Gulf countries will have to overhaul everything",True,False,True,True,cost,pro-science,gb,Middle
390847,Globalsecurity.org,Construction begins on new $131 million Air Force Expeditionary Capability facility at Canadian Forces Base Bagotville,True,False,True,True,balanced,least biased,us,
391111,ABC News,"Biden promises a better economic relationship with Asia, but he's specifically avoiding a trade deal",True,False,True,True,balanced,left-center,us,Middle
392544,Globalsecurity.org,"China-US San Francisco summit concludes, agreeing on enhancing cooperation on AI and resuming military communication",True,False,True,True,balanced,least biased,us,
392695,Forbes,The Role Of Third-Party Maintenance In The Green IT Movement,True,False,True,True,cost,right-center,us,Middle
394440,Forbes,4 Reasons Why Ice Loss Is A More Urgent Problem Than You Think,True,False,True,False,cost,right-center,us,Middle
394665,ABC News,"Meat made from cells, not livestock, is here. But will it ever replace traditional meat?",True,False,True,True,balanced,left-center,us,Middle
394700,International Business Times,Quakes And Climate: How Dutch Farmers Lost Faith In Politics,True,False,True,True,cost,left-center,us,Middle
394724,ABC News,"Beef is a way of life in Texas, but it's hard on the planet. This rancher thinks she can change that",True,False,True,True,cost,left-center,us,Middle
394758,ABC News,Eating less meat would be good for the Earth. Small nudges can change behavior,True,False,True,True,cost,left-center,us,Middle
394799,ABC News,"Beef is a way of life in Texas, but it's hard on the planet. This rancher thinks she can change that",True,False,True,True,cost,left-center,us,Middle
394846,ABC News,Climate change is hastening the demise of Pacific Northwest forests,True,False,True,False,cost,left-center,us,Middle
397081,BBC News,Four things we learned from the Biden-Xi meeting,True,False,True,True,cost,left-center,gb,Middle
398395,Phys.Org,Poverty is killing the Amazon rainforest. Treating soil and farmers better can help save what's left,True,False,True,True,cost,pro-science,gb,Middle
400723,International Business Times,Frozen Library Of Ancient Ice Tells Tales Of Climate's Past,True,False,True,True,cost,left-center,us,Middle
399189,BBC News,Dutch election promises new era and shake-up in politics,True,False,True,False,balanced,left-center,gb,Middle
400683,Globalsecurity.org,"China, US make 'breakthrough' agreement on tackling climate change, but US needs to do more",True,False,True,True,balanced,least biased,us,
399621,Phys.Org,Why the Pyrenees' mountain lakes are turning green,True,False,True,True,cost,pro-science,gb,Middle
399701,Phys.Org,Opinion: We're burning too much fossil fuel to fix by planting trees—making 'net zero' emissions impossible with offsets,True,False,True,False,cost,pro-science,gb,Middle
399910,ABC News,Plant-based meat is a simple solution to climate woes - if more people would eat it,True,False,True,True,cost,left-center,us,Middle
400586,The Indian Express,What a US-China climate deal means for COP28,True,False,True,True,cost,left-center,in,Middle
400603,Phys.Org,Frozen library of ancient ice tells tales of climate's past,True,False,True,True,balanced,pro-science,gb,Middle
400675,Globalsecurity.org,China and the US release joint statement on enhancing cooperation on addressing climate crisis ahead of COP28,True,False,True,True,balanced,least biased,us,
400896,GlobeNewswire,Multitude Strengthens Commitment to Sustainability by Joining Partnership for Carbon Accounting Financials,True,False,True,True,cost,least biased,us,
400906,The Times of India,Trade policy can increase coordination on climate action between nations: Joseph S. Shapiro,True,False,True,True,cost,right-center,in,Middle
400907,Phys.Org,Climate change is hastening the demise of Pacific Northwest forests,True,False,True,False,cost,pro-science,gb,Middle
400937,The Times of India,India undertaking largest planned urbanisation programme in world: Minister Puri,True,False,True,True,opportunity,right-center,in,Middle
400959,ABC News,Poverty is killing the Amazon rainforest. Treating soil and farmers better can help save what's left,True,False,True,True,balanced,left-center,us,Middle
400977,The Times of India,"City, regional governments lead the way on real food, climate action, as national governments lag",True,False,True,True,balanced,right-center,in,Middle
404781,GlobeNewswire,Global Post-Consumer Recycled Plastic Packaging Industry Report 2023: Market is Forecast to Reach a Value of $82.49 Billion by 2030 - PET to Dominate Due to its Chemical Resistance,True,False,True,True,opportunity,least biased,us,
404872,GlobeNewswire,"$21.67 Billion Carbon-Neutral Data Center Markets - Global Industry Size, Share, Trends, Opportunity, and Forecast, 2018-2028F",True,False,True,True,cost,least biased,us,
405826,GlobeNewswire,Gas Detection Equipment Market to Hit USD 5.8 billion by 2031: Report Analysis by Transparency Market Research Inc.,True,False,True,True,balanced,least biased,us,
414728,GlobeNewswire,Huhtamäki Oyj issues EUR 300 million bond,True,False,True,True,opportunity,least biased,us,
417185,Phys.Org,Report: Climate change impacts on water are profound and unequal,True,False,True,True,cost,pro-science,gb,Middle
418702,The Times of India,Annual growth of 23% and $345 billion investment drive Asian dominance,True,False,True,True,opportunity,right-center,in,Middle
420733,ABC News,'Once-in-a century’ floods erode resilience of Somalia's displaced,True,False,True,True,cost,left-center,us,Middle
420766,Business Insider,"I'm a Gen Z climate activist and artist, and there are 5 reasons I think art can help stop the climate crisis",True,False,True,True,opportunity,left-center,us,Middle
420799,Phys.Org,Let coastlines be coastlines: How nature-based approaches can protect Canada's coasts,True,False,True,True,opportunity,pro-science,gb,Middle
421258,Business Insider,The EV industry is the only sector in the world on track to meet global climate goals,True,False,True,True,cost,left-center,us,Middle
421135,Phys.Org,Deep dive on sea level rise: New modeling gives better predictions on Antarctic ice sheet melt,True,False,True,True,cost,pro-science,gb,Middle
421164,Phys.Org,"2023 Canadian wildfires impacted air quality as far away as Europe and China, study finds",True,False,True,False,cost,pro-science,gb,Middle
421186,Phys.Org,"New survey shows opinions differ on causes, effects of extreme weather",True,False,True,True,cost,pro-science,gb,Middle
421188,NPR,The story of a devastating wildfire that reads 'like a thriller' wins U.K. book prize,True,False,True,True,cost,left-center,us,Middle
421282,Phys.Org,Study reveals wintertime formation of large pollution particles in China's skies,True,False,True,True,balanced,pro-science,gb,Middle
421568,ABC News,Climate change in Texas science textbooks causes divisions on state's education board,True,False,True,False,cost,left-center,us,Middle
421632,Globalsecurity.org,"Remarks by President Biden at an APEC Informal Dialogue and Working Lunch | San Francisco, CA",True,False,True,True,cost,least biased,us,
422313,NPR,"""It feels like I'm not crazy."" Gardeners aren't surprised as USDA updates key map.",True,False,True,True,cost,left-center,us,Middle
423860,Forbes,This Founder Is Using Gaming To Help The Planet,True,False,True,True,opportunity,right-center,us,Middle
424270,BBC News,School Strike 4 Climate: Australian students with 'sick note' demand climate action,True,False,True,False,cost,left-center,gb,Middle
424202,Phys.Org,Report: Climate change is threatening health globally,True,False,True,True,cost,pro-science,gb,Middle
429399,Phys.Org,New research suggests plants might be able to absorb more CO2 from human activities than previously expected,True,False,True,True,cost,pro-science,gb,Middle
429493,Phys.Org,North Atlantic circulation found to have reduced historical changes in climate,True,False,True,True,balanced,pro-science,gb,Middle
431728,Globalsecurity.org,Biden: US-China ties 'not all kumbaya' after Xi talks,True,False,True,True,cost,least biased,us,
434722,Globalsecurity.org,"World News in Brief: Ethiopia food aid resumes, 'Stop the Lies' campaign against big tobacco, Syria ruling, climate action - key to peace",True,False,True,True,balanced,least biased,us,
435514,Phys.Org,Viewpoint: Five things we need to see in Australia's new nature laws,True,False,True,True,cost,pro-science,gb,Middle
435516,Phys.Org,A cost-efficient and transparent method to measure carbon dioxide emission estimates using GOSAT,True,False,True,True,opportunity,pro-science,gb,Middle
435539,BBC News,Kenya's President Ruto one of four Africans on Time climate leaders list,True,False,True,True,cost,left-center,gb,Middle
435657,Globalsecurity.org,US and China Renew Dialogue on Climate Ahead of COP28,True,False,True,True,cost,least biased,us,
435770,GlobeNewswire,GCT Takes on the Federal Net Zero Challenge,True,False,True,True,opportunity,least biased,us,
435828,Globalsecurity.org,Secretary Antony J. Blinken And Papua New Guinea Prime Minister James Marape Before Their Meeting,True,False,True,True,balanced,least biased,us,
435884,The Times of India,Kenya's economy faces climate change risks: World Bank,True,False,True,True,cost,right-center,in,Middle
441283,GlobeNewswire,Green Building Materials Market to Surpass USD 929.27 Billion by 2030 Driven by Rising Consumer Demand and Increasing Regulatory Initiatives | By SNS Insider,True,False,True,True,opportunity,least biased,us,
441441,GlobeNewswire,Canadian Museum of Nature announces winners of the 2023 Nature Inspiration Awards,True,False,True,True,opportunity,least biased,us,
448101,Globalsecurity.org,"Chinese and US leaders' summit 'strategic, historic and directional': Chinese Foreign Minister",True,False,,,balanced,least biased,us,
441485,Globalsecurity.org,On-the-Record Press Call by NSC Coordinator for Strategic Communications John Kirby and Deputy National Security Advisor for International Economics Mike Pyle to Preview President Biden's Day Ahead at APEC,True,False,True,True,balanced,least biased,us,
441833,Globalsecurity.org,"Remarks by President Biden at the APEC CEO Summit | San Francisco, CA",True,False,True,True,opportunity,least biased,us,
448111,Globalsecurity.org,"Xi, Biden hold historic summit, charting course for improving bilateral ties",True,False,False,True,balanced,least biased,us,
446032,Globalsecurity.org,DAY 2 2023 EDITION OF THE INDO-PACIFIC REGIONAL DIALOGUE (IPRD-2023),True,False,True,True,cost,least biased,us,
446840,The Times of India,India invites Global South to join biofuel alliance,True,False,True,True,opportunity,right-center,in,Middle
453366,Globalsecurity.org,"Remarks by President Biden at the Indo-Pacific Economic Framework | San Francisco, CA",True,False,True,True,opportunity,least biased,us,
459208,The Punch,Engineers create competition to drive economic growth,True,False,,True,balanced,left-center,ng,
464055,Phys.Org,How could global food production break down?,True,False,True,False,cost,pro-science,gb,Middle
465963,The Times of India,2023 most likely the warmest year on record: WMO,True,False,True,False,cost,right-center,in,Middle
421170,BBC News,Climate change: Is the world warming faster than expected?,True,False,True,False,cost,left-center,gb,Middle
421175,NPR,Texas pushes some textbook publishers to remove material on fossil fuels,True,False,True,False,cost,left-center,us,Middle
425101,Globalsecurity.org,Readout of President Joe Biden's Meeting with President Andrés Manuel López Obrador of Mexico,True,False,True,True,opportunity,least biased,us,
425672,Business Insider,Sailors playing heavy metal to scare killer whales may be putting a target on their backs by telling the orcas exactly where to find them,True,False,True,False,cost,left-center,us,Middle
430389,Al Jazeera English,COP28 must not repeat the mistakes of the Africa Climate Summit,True,False,True,True,cost,left-center,us,Skews Left
432562,RT,"Go green, go broke: ‘Clean energy’ fails a basic economics test",True,False,True,False,cost,right-center,ru,Skews Right
434429,Globalsecurity.org,Remarks by President Biden at the APEC Leaders Retreat Meeting,True,False,True,True,opportunity,least biased,us,
434761,The Punch,"Food sufficiency: Hope rises as Nigeria, Africa leverage genome editing",True,False,True,True,balanced,left-center,ng,
435496,Phys.Org,New hardiness zone map will help US gardeners keep pace with climate change,True,False,True,True,cost,pro-science,gb,Middle
435805,GlobeNewswire,"Landmark Oceans Futures Platform Projects the Arctic, Gulf of Guinea, and Central Pacific to be among future climate-driven fisheries conflict hotspots",True,False,True,True,cost,least biased,us,
435832,Globalsecurity.org,"APEC Economic Leaders' Meeting pledges to promote interconnectedness, building resilient economies",True,False,True,True,balanced,least biased,us,
435711,The Punch,FG seeks states involvement in climate change issues,True,False,True,True,cost,left-center,ng,
435771,Globalsecurity.org,"Speaking on behalf of the Baltic states, the Ambassador-at-Large Andrejs Pildegovičs addresses the participants of the Samoa Agreement signing ceremony",True,False,True,True,balanced,least biased,us,
435862,ABC News,Climate change is hurting coral worldwide. But these reefs off the Texas coast are thriving,True,False,True,True,cost,left-center,us,Middle
435964,The Times of India,Rich nations may have met $100 billion climate finance goal ahead of COP28: OECD,True,False,True,True,cost,right-center,in,Middle
438526,The Times of India,"Vegan meat, made from cells are now available. But will it ever satisfy meat lovers?",True,False,True,True,balanced,right-center,in,Middle
442906,The Times of India,How to communicate serious topics like climate change to kids? Jugad can help,True,False,True,True,balanced,right-center,in,Middle
442917,Globalsecurity.org,17 November 2023 - Daily Press Briefing by the Office of the Spokesperson for the Secretary-General,True,False,True,False,cost,least biased,us,
443367,The Times of India,"World Bank chief Ajay Banga on climate, inequality and India's underemployment problem",True,False,True,True,cost,right-center,in,Middle
447551,Globalsecurity.org,Xi's APEC speech embodies Asia-Pacific region's common expectations for cooperation instead of confrontation,True,False,True,True,opportunity,least biased,us,
460304,Globalsecurity.org,Secretary Antony J. Blinken At the Philippines 123 Agreement Signing Ceremony,True,False,True,True,opportunity,least biased,us,
481143,The Times of India,Climate crisis potentially lethal threat for people with mental health problems: Report,True,False,True,False,cost,right-center,in,Middle
481210,The Times of India,"Illegal sand mining rampant in Jharkhand, Bihar: Union Minister",True,False,True,True,cost,right-center,in,Middle
469828,Globalsecurity.org,"Press Conference - San Francisco, United States of America",True,False,True,True,balanced,least biased,us,
470161,The Indian Express,View from Pakistan: Babar Azam’s resignation and a worrying report on children and climate change,True,False,True,True,cost,left-center,in,Middle
470561,RT,The climate-change religion: How long before human sacrifices?,True,True,True,False,cost,right-center,ru,Skews Right
470605,Globalsecurity.org,Creating opportunities for Canadians and advancing collaboration with APEC partners,True,False,True,True,opportunity,least biased,us,
470634,Globalsecurity.org,APEC Press Conference,True,False,True,True,opportunity,least biased,us,
472626,Forbes,How Can AI Help Prevent WildFires Due To Climatic Change?,True,False,True,True,cost,right-center,us,Middle
474097,NPR,"A disappearing island: 'The water is destroying us, one house at a time'",True,False,True,False,cost,left-center,us,Middle
481183,Globalsecurity.org,New initiatives for regional peace: Lord Ahmad statement at the IISS Manama Dialogue 2023,True,False,,True,opportunity,least biased,us,
480990,ETF Daily News,iClima Climate Change Solutions ETF (NYSEARCA:CLMA) Trading Down 2.5%,True,False,False,False,balanced,,us,
480991,Globalsecurity.org,Opening Canada Bilateral Remarks,True,False,True,True,balanced,least biased,us,
481034,Globalsecurity.org,Prime Minister Justin Trudeau meets with President of Vietnam Võ Văn Thưởng,True,False,True,True,balanced,least biased,us,
481069,ABC News,Extreme weather can hit farmers hard. Those with smaller farming operations often pay the price,True,False,True,True,cost,left-center,us,Middle
481072,The Punch,"Over 10,000 killed, abducted in 10 months – Report",True,False,,False,balanced,left-center,ng,
481097,The Punch,West Africa’s largest ship berths in Lagos November 27,True,False,False,True,opportunity,left-center,ng,
481098,The Punch,PTML receives W’Africa’s biggest RORO ship next week,True,False,False,True,opportunity,left-center,ng,
481150,The Times of India,Climate change is hurting coral worldwide. But these reefs off the Texas coast are thriving,True,False,True,True,cost,right-center,in,Middle
87189,Wired,Hydro Dams Are Struggling to Handle the World’s Intensifying Weather,True,False,True,True,balanced,left-center,us,Skews Left
87421,Phys.Org,"Niger Delta is rich in resources, but environmental destruction is pushing people into poverty",True,False,True,True,cost,pro-science,gb,Middle
87428,Forbes,Meet The Entrepreneur: Nosa Igiehon Okunbo’s Mission For Clean Energy,True,False,True,True,opportunity,right-center,us,Middle
87447,Forbes,How The Israel-Hamas War And Global Conflict Hinder Climate Action,True,False,True,True,balanced,right-center,us,Middle
87545,The Punch,Climate challenges fueling insecurity in Nigeria — Niger gov,True,False,True,True,cost,left-center,ng,
87595,The Punch,"NDDC deploys 370 collation officers, supervisors for Project HOPE",True,False,,False,cost,left-center,ng,
87778,The Punch,Niger receives N5m fine from arrested illegal loggers,True,False,True,True,balanced,left-center,ng,
87797,The Punch,NDDC to install solar power in N/Delta communities,True,False,True,True,opportunity,left-center,ng,
88129,Phys.Org,Low-income countries could lose 30% of nutrients like protein and omega-3 from seafood due to climate change,True,False,True,True,cost,pro-science,gb,Middle
88645,The Verge,Google wants to be at the center of all your climate change decisions,True,False,True,True,opportunity,left-center,us,Middle
88650,Phys.Org,What does El Nino mean for the coming winter?,True,False,True,True,balanced,pro-science,gb,Middle
88692,Phys.Org,"Ice sheet surface melt is accelerating in Greenland and slowing in Antarctica, finds study",True,False,True,True,cost,pro-science,gb,Middle
88731,Phys.Org,"Bewick's swans choose wintering areas based on the weather, shows long-term GPS data study",True,False,True,True,cost,pro-science,gb,Middle
88994,Phys.Org,"Humans increasingly settling in high-risk flood zones, study warns",True,False,True,True,balanced,pro-science,gb,Middle
89009,Euronews,New commission set to tackle rising human slavery in Europe - and beyond,True,False,True,True,opportunity,left-center,eu,Middle
89017,BBC News,Google boss: AI too important not to get right,True,False,True,True,opportunity,left-center,gb,Middle
89060,Business Insider,"Arctic puffins evolved into a new species six generations ago, but they might be less fit to survive, a new study shows",True,False,True,True,cost,left-center,us,Middle
89164,Phys.Org,Arctic archipelago turns the page on its mining past,True,False,True,True,cost,pro-science,gb,Middle
89190,Phys.Org,"Carbon dioxide pollution expected to hit new record in 2023, researchers say",True,False,True,False,cost,pro-science,gb,Middle
89235,CNN,Nobel Peace Prize could give a glimmer of hope amid era of conflict and climate crisis,True,False,True,True,balanced,left-center,us,Skews Left
89240,Phys.Org,The conservation multiplier: How to convince a country not to chop down its rainforest,True,False,True,True,cost,pro-science,gb,Middle
89256,Phys.Org,What will happen to the Greenland ice sheet if we miss our global warming targets,True,False,True,True,cost,pro-science,gb,Middle
89284,Phys.Org,Rainwater in cities causes more troubles than wet feet,True,False,True,True,cost,pro-science,gb,Middle
89293,Phys.Org,Factory fishing in Antarctica for krill targets the cornerstone of a fragile ecosystem,True,False,True,True,cost,pro-science,gb,Middle
89437,Phys.Org,"At least 10 dead, 102 missing in India glacial lake burst",True,False,True,False,cost,pro-science,gb,Middle
89413,RT,UK to prosecute Greta Thunberg – WaPo,True,False,True,False,cost,right-center,ru,Skews Right
89436,Phys.Org,UN chief urges world to 'stop the madness' of climate change,True,False,True,False,cost,pro-science,gb,Middle
89448,Forbes,Floods In Libya And India Highlight Rising Risk To Dams,True,False,True,True,cost,right-center,us,Middle
89473,Phys.Org,"India flood toll hits 56, army warns on stray munitions",True,False,True,False,cost,pro-science,gb,Middle
89464,Al Jazeera English,Indian army searching for 23 soldiers who went missing after flash flood,True,False,True,True,cost,left-center,us,Skews Left
89482,Phys.Org,Himalayan communities are under siege from landslides—and climate change is worsening the crisis,True,False,True,True,cost,pro-science,gb,Middle
89507,Phys.Org,"Glacial lake floods: A growing, unpredictable climate risk",True,False,True,True,cost,pro-science,gb,Middle
89540,Globalsecurity.org,"Situation in Gaza 'growing more desperate by the hour', says UN chief Guterres",True,False,True,False,balanced,least biased,us,
508400,Phys.Org,Myths about plastic pollution are leading to public confusion: Here's why,False,,,,,pro-science,gb,Middle
508430,Forbes,"Here’s What Bill Gates Recommends You Read, Watch And Listen To During The Holidays.",True,False,True,True,opportunity,right-center,us,Middle
508761,Forbes,More Clear-Air Turbulence From Climate Change Raises Safety Concerns,True,False,True,True,cost,right-center,us,Middle
509570,GlobeNewswire,"Hut 8 drives innovative recycling initiative for the second year running, earning 44% more carbon credits than in 2022",True,False,True,True,balanced,least biased,us,
509571,GlobeNewswire,"Hut 8 drives innovative recycling initiative for the second year running, earning 44% more carbon credits than in 2022",True,False,True,True,opportunity,least biased,us,
510603,Time,World Must Cut Emissions By 42% by 2030 to Meet 1.5C Paris Goal,True,False,True,True,cost,left-center,us,Skews Left
510625,Phys.Org,NASA mission excels at spotting greenhouse gas emission sources,True,False,True,True,balanced,pro-science,gb,Middle
510704,Phys.Org,New psychology study unearths ways to bolster global climate awareness and climate action,True,False,True,True,balanced,pro-science,gb,Middle
510767,Phys.Org,Earth to warm up to 2.9C even with current climate pledges: UN,True,False,True,False,cost,pro-science,gb,Middle
510768,Phys.Org,Plants are likely to absorb more carbon dioxide in a changing climate than we thought—here's why,True,False,True,True,cost,pro-science,gb,Middle
510769,Phys.Org,"Concern for the Great Barrier Reef can inspire climate action, but the way we talk about it matters",True,False,True,True,cost,pro-science,gb,Middle
510837,ABC News,UK leader Rishi Sunak urges world to use AI and science to end malnutrition,True,False,True,True,cost,left-center,us,Middle
511014,The Times of India,"CSE pitches for regulating ‘secret’ carbon market, flags need for transparency",True,False,True,True,cost,right-center,in,Middle
511060,Wired,"Emissions Should Be Plummeting. Instead, They’re Breaking Dangerous New Records",True,False,True,True,cost,left-center,us,Skews Left
511528,The Punch,110m Nigerian children face climate change challenges—UNICEF,True,False,True,True,cost,left-center,ng,
511594,Phys.Org,Women are leading the fight to stop climate change,True,False,True,True,cost,pro-science,gb,Middle
512049,Forbes,Resetting The DNA Of Business,True,False,True,True,balanced,right-center,us,Middle
515031,Phys.Org,World's richest 1% emit as much carbon as bottom two-thirds: report,True,False,True,True,cost,pro-science,gb,Middle
515298,International Business Times,World's Richest 1% Emit As Much Carbon As Bottom Two-thirds: Report,True,False,True,True,cost,left-center,us,Middle
515703,Phys.Org,Protecting delicate polar ecosystems by mapping biodiversity,True,False,True,True,cost,pro-science,gb,Middle
515704,Phys.Org,"Q&A: To save the planet's glaciers, human actions still matter, says scientist",True,False,True,True,cost,pro-science,gb,Middle
516471,NPR,This is how far behind the world is on controlling planet-warming pollution,True,False,True,True,cost,left-center,us,Middle
516476,BBC News,Extreme weather 'biggest threat' to UK heritage,True,False,True,True,cost,left-center,gb,Middle
516504,Phys.Org,"Coastal river deltas threatened by more than climate change, study shows",True,False,True,True,cost,pro-science,gb,Middle
516505,Phys.Org,Global one-day temperature spikes above 2C for first time: EU monitor,True,False,True,False,cost,pro-science,gb,Middle
516524,The Times of India,Earth to warm 2.5-2.9C even with current climate pledges: UN,True,False,True,False,cost,right-center,in,Middle
516557,Forbes,Why COP28 Matters: What You Need To Know About UN Climate Summits,True,False,True,True,cost,right-center,us,Middle
516625,International Business Times,Earth To Warm Up To 2.9C Even With Current Climate Pledges: UN,True,False,True,False,cost,left-center,us,Middle
516627,International Business Times,Global One-day Temperature Spikes Above 2C For First Time: EU Monitor,True,False,True,False,cost,left-center,us,Middle
516675,Phys.Org,'Forever contaminant' road salts pose an icy dilemma: Do we protect drivers or our fresh water?,True,False,True,True,cost,pro-science,gb,Middle
516783,The Punch,"Floods displaced 650,000 Nigerian children in six years – UNICEF",True,False,True,True,cost,left-center,ng,
516794,ABC News,UN report says world is racing to well past warming limit as carbon emissions rise instead of plunge,True,False,True,True,cost,left-center,us,Middle
516799,Phys.Org,Corporate growers' carrots are soaking up water in this arid valley. Locals are fighting back,True,False,True,False,cost,pro-science,gb,Middle
